	C_S27	C_S28	C_S31	C_S43	C_S48	E_S36	E_S41	E_S42	E_S49	E_S50	N_S29	N_S30	N_S37	N_S38	N_S46
ENSG00000232419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230025	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000235649	0	0	0	0	3	0	0	0	2	2	2	0	0	3	1
ENSG00000258567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273858	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0
ENSG00000227830	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000226529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216824	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000276829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229234	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000270570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286187	0	0	0	0	0	0	3	3	7	3	0	0	0	0	0
ENSG00000225117	6	6	3	0	3	0	0	1	1	0	1	5	3	0	2
ENSG00000215560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228411	0	0	3	0	0	0	0	1	1	0	0	0	0	3	0
ENSG00000235059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230727	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000230814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229236	0	3	2	0	0	2	1	22	10	8	0	5	0	16	0
ENSG00000229518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229308	0	3	0	3	0	2	1	3	0	0	2	6	1	0	2
ENSG00000244000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243980	0	0	0	0	0	0	5	11	0	1	0	0	0	0	0
ENSG00000252315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000236429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217179	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217896	0	1	0	1	0	0	0	6	0	0	0	0	0	5	0
ENSG00000185275	0	7	0	0	0	5	31	6	6	5	2	3	0	0	0
ENSG00000252766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234529	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000238191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226353	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000275578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224166	0	0	0	0	1	0	2	4	1	0	0	0	0	0	0
ENSG00000229129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224485	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237558	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231311	0	0	0	0	3	0	1	15	4	1	0	0	0	0	0
ENSG00000236599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233522	0	0	7	0	0	0	0	3	0	0	0	6	0	0	0
ENSG00000278391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131007	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000235479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176728	0	82	98	11	46	21	82	53	109	125	35	117	57	138	39
ENSG00000267793	0	2	1	1	3	2	3	0	0	0	3	4	1	3	1
ENSG00000260197	0	3	5	4	1	7	10	33	20	10	3	8	0	17	3
ENSG00000288049	0	7	6	1	1	1	2	7	4	4	2	14	9	8	1
ENSG00000012817	0	519	327	147	245	230	407	383	546	390	334	642	160	359	243
ENSG00000172468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252633	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273906	0	22	114	16	19	13	21	1	45	32	9	41	36	116	7
ENSG00000232976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185894	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000228296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286130	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0
ENSG00000129824	0	839	2220	431	683	390	1054	973	2172	1450	649	759	320	1081	465
ENSG00000229163	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278847	0	1	1	0	0	1	3	0	5	0	2	1	0	0	0
ENSG00000067646	0	206	140	82	50	69	172	120	71	72	81	175	72	102	59
ENSG00000233070	0	2	0	1	2	2	2	7	3	3	2	9	0	1	6
ENSG00000223600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215414	21	18	30	6	20	10	27	11	9	9	9	10	23	1	13
ENSG00000224035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223915	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000067048	0	1097	979	385	637	444	869	1060	526	616	620	1089	494	718	439
ENSG00000234059	0	1	0	1	0	0	0	0	1	2	2	0	0	0	0
ENSG00000183878	0	209	177	77	87	100	172	143	185	182	142	299	67	184	124
ENSG00000154620	0	18	18	3	8	8	9	18	14	11	5	8	11	7	6
ENSG00000129864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205936	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000251925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099721	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000092377	0	18	15	14	7	13	11	23	5	7	8	21	6	24	4
ENSG00000232583	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000205944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228787	0	0	1	0	0	2	0	2	14	1	0	0	0	3	0
ENSG00000242389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165246	0	105	29	80	38	58	42	64	67	68	37	158	11	54	29
ENSG00000231535	0	10	5	1	3	3	15	22	4	10	1	25	1	0	10
ENSG00000229343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237546	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000172283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229238	0	0	0	0	0	0	2	2	1	0	0	0	0	0	2
ENSG00000252948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289706	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226611	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000240438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286247	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0
ENSG00000225624	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000280969	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0
ENSG00000224482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229551	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000226504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289707	0	16	22	0	0	3	2	46	5	2	4	3	1	2	4
ENSG00000232634	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000226918	0	2	0	0	0	0	2	6	1	0	0	0	0	0	0
ENSG00000183146	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0
ENSG00000236615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288057	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0
ENSG00000237269	0	0	0	0	0	0	5	6	0	1	0	0	0	0	0
ENSG00000169849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237023	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
ENSG00000229416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236620	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237302	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000169763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252468	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000231341	2	3	4	1	3	4	4	4	1	2	2	1	0	0	5
ENSG00000235001	30	47	64	9	26	14	56	16	58	39	21	25	23	15	15
ENSG00000214207	4	16	14	5	2	9	25	1	31	13	15	1	1	21	5
ENSG00000278585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235175	1	2	0	0	1	0	2	0	0	2	1	0	1	0	0
ENSG00000099715	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0
ENSG00000225466	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000231540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223698	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
ENSG00000242854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233740	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000248792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279274	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
ENSG00000234399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236379	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
ENSG00000274899	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ENSG00000223641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233652	0	0	0	0	0	0	0	10	2	0	1	0	0	0	0
ENSG00000233944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172297	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197092	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000235583	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000237823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215506	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
ENSG00000224240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227629	0	0	2	0	1	0	2	0	0	1	0	0	0	0	2
ENSG00000237917	0	1	0	0	0	2	5	6	0	1	1	1	0	0	1
ENSG00000231514	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289826	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290323	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000243040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290336	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000173357	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000290342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224060	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000290435	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000242153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290716	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
